id,member_id,group_id,amount,interestRate,startDate,dueDate,status,outstandingBalance,approvedBy_member_id,created_by,modified_by,created_on,modified_on,mansoft_tenant_id
ee91fccd-7a72-475c-9065-65ee25c1d593,a04311da-bba4-4d10-a82d-9e01c6d6d24b,grp_048,50000,14.0,2025-05-08,2026-05-03,Repaid,0.0,a04311da-bba4-4d10-a82d-9e01c6d6d24b,system,system,2025-05-08 00:00:00,2025-05-08 00:00:00,tenant_001
8e3c5193-dee0-456b-ab67-a0150f27d765,a04311da-bba4-4d10-a82d-9e01c6d6d24b,grp_048,60000,14.0,2024-10-29,2025-04-27,Active,30000.0,a04311da-bba4-4d10-a82d-9e01c6d6d24b,system,system,2024-10-29 00:00:00,2024-10-29 00:00:00,tenant_001
f7b6f1ee-fa1b-4212-a531-432900c0cd3f,a04311da-bba4-4d10-a82d-9e01c6d6d24b,grp_048,5000,12.0,2024-04-24,2026-04-14,Repaid,0.0,a04311da-bba4-4d10-a82d-9e01c6d6d24b,system,system,2024-04-24 00:00:00,2024-04-24 00:00:00,tenant_001
301a3433-e39c-4f45-b0bd-99f2b26a45a9,07164684-13d3-4acf-872d-ee5f681d774b,grp_004,25000,10.0,2025-07-09,2026-07-04,Active,22916.67,07164684-13d3-4acf-872d-ee5f681d774b,system,system,2025-07-09 00:00:00,2025-07-09 00:00:00,tenant_001
0bae90e2-0182-481d-8567-91b8d0001963,49727ddf-dc64-4374-9854-46c97ef9c3c1,grp_009,50000,10.0,2024-08-29,2026-02-20,Repaid,0.0,49727ddf-dc64-4374-9854-46c97ef9c3c1,system,system,2024-08-29 00:00:00,2024-08-29 00:00:00,tenant_001
f22a0a32-d7b1-41ed-9fec-ab4ee8bf1414,3a146e2a-2375-4407-84f3-5e4d51cf18b9,grp_037,50000,10.0,2024-03-01,2027-02-14,Defaulted,32779.52,3a146e2a-2375-4407-84f3-5e4d51cf18b9,system,system,2024-03-01 00:00:00,2024-03-01 00:00:00,tenant_001
b9a8ab18-e974-43aa-8d54-1e2a16ae6337,13c176a1-0485-43c4-8c24-314c04696ac5,grp_010,30000,12.0,2023-12-18,2025-06-10,Repaid,0.0,13c176a1-0485-43c4-8c24-314c04696ac5,system,system,2023-12-18 00:00:00,2023-12-18 00:00:00,tenant_001
295db48b-3129-4227-b694-0d2db1e541cd,de73d9d0-1370-44ce-a2cf-e9ff9426bf38,grp_021,25000,16.0,2025-05-16,2027-05-06,Active,20833.33,de73d9d0-1370-44ce-a2cf-e9ff9426bf38,system,system,2025-05-16 00:00:00,2025-05-16 00:00:00,tenant_001
75b212af-a0ef-4b54-9dc2-1c1a049c0d12,de73d9d0-1370-44ce-a2cf-e9ff9426bf38,grp_021,15000,16.0,2024-11-28,2027-11-13,Repaid,0.0,de73d9d0-1370-44ce-a2cf-e9ff9426bf38,system,system,2024-11-28 00:00:00,2024-11-28 00:00:00,tenant_001
a65733ab-9d12-4c4a-b481-a584056ed5d4,de73d9d0-1370-44ce-a2cf-e9ff9426bf38,grp_021,30000,10.0,2024-05-12,2025-05-07,Active,12500.0,de73d9d0-1370-44ce-a2cf-e9ff9426bf38,system,system,2024-05-12 00:00:00,2024-05-12 00:00:00,tenant_001
e83a5672-1315-4117-8172-a44d92534c4d,1fa28e23-ef47-4b6b-967d-aae211ab5a2e,grp_031,100000,16.0,2021-03-03,2021-08-30,Repaid,0.0,1fa28e23-ef47-4b6b-967d-aae211ab5a2e,system,system,2021-03-03 00:00:00,2021-03-03 00:00:00,tenant_001
dbd48cc0-0e9c-4a75-a190-3bc55c6b0d82,832b095f-d62a-4d57-816c-59c8f9988581,grp_008,125000,10.0,2024-09-13,2026-09-03,Repaid,0.0,832b095f-d62a-4d57-816c-59c8f9988581,system,system,2024-09-13 00:00:00,2024-09-13 00:00:00,tenant_001
c29281c9-06cb-431e-997f-8871841fc9b5,832b095f-d62a-4d57-816c-59c8f9988581,grp_008,5000,10.0,2025-05-22,2027-05-12,Active,208.33,832b095f-d62a-4d57-816c-59c8f9988581,system,system,2025-05-22 00:00:00,2025-05-22 00:00:00,tenant_001
b8a073cf-5e2c-415e-9121-f2efa5b586c9,ba415945-1860-47e8-ace5-d43036056e7a,grp_037,30000,14.0,2021-11-15,2024-10-30,Pending,30000.0,ba415945-1860-47e8-ace5-d43036056e7a,system,system,2021-11-15 00:00:00,2021-11-15 00:00:00,tenant_001
2965eada-79c6-4cc5-81f6-340eda585f78,ba415945-1860-47e8-ace5-d43036056e7a,grp_037,20000,14.0,2021-12-28,2023-06-21,Active,8888.89,ba415945-1860-47e8-ace5-d43036056e7a,system,system,2021-12-28 00:00:00,2021-12-28 00:00:00,tenant_001
914a3110-1382-42d3-964b-51b972e5095f,b16207e7-82ee-4a70-aeae-210307fee637,grp_017,20000,10.0,2022-08-30,2023-08-25,Repaid,0.0,b16207e7-82ee-4a70-aeae-210307fee637,system,system,2022-08-30 00:00:00,2022-08-30 00:00:00,tenant_001
9f3eccb8-e732-4900-9e56-42186888c0a7,b16207e7-82ee-4a70-aeae-210307fee637,grp_017,15000,10.0,2023-08-27,2024-08-21,Repaid,0.0,b16207e7-82ee-4a70-aeae-210307fee637,system,system,2023-08-27 00:00:00,2023-08-27 00:00:00,tenant_001
ff23b5ef-83e0-4054-b4c8-6e9453a6e15a,7a06cb4c-894e-4f91-ab90-1febfdd2160f,grp_003,40000,10.0,2023-12-19,2024-12-13,Repaid,0.0,7a06cb4c-894e-4f91-ab90-1febfdd2160f,system,system,2023-12-19 00:00:00,2023-12-19 00:00:00,tenant_001
7c93fbc2-e181-46e5-8625-fbbf0fc9aa27,382cb499-a7d0-4f99-86ae-b92596028ef9,grp_042,25000,12.0,2025-03-19,2028-03-03,Repaid,0.0,382cb499-a7d0-4f99-86ae-b92596028ef9,system,system,2025-03-19 00:00:00,2025-03-19 00:00:00,tenant_001
05583adc-b217-4675-9f3d-36615deac03f,382cb499-a7d0-4f99-86ae-b92596028ef9,grp_042,20000,14.0,2024-09-30,2026-03-24,Repaid,0.0,382cb499-a7d0-4f99-86ae-b92596028ef9,system,system,2024-09-30 00:00:00,2024-09-30 00:00:00,tenant_001
bdc5b46c-7349-42c9-9c03-02ad784f82ed,0ea7596b-5efe-4bf4-97a5-f5b86d290c73,grp_031,75000,16.0,2022-03-14,2023-03-09,Repaid,0.0,0ea7596b-5efe-4bf4-97a5-f5b86d290c73,system,system,2022-03-14 00:00:00,2022-03-14 00:00:00,tenant_001
12b811ce-9b49-489f-8628-8b41f66ff81d,bd0ed5e9-f2d2-4b65-99b4-fd8e6bb9c231,grp_043,10000,12.0,2022-01-06,2022-07-05,Active,6666.67,bd0ed5e9-f2d2-4b65-99b4-fd8e6bb9c231,system,system,2022-01-06 00:00:00,2022-01-06 00:00:00,tenant_001
d1c45a7b-39bb-4f04-97e8-eceb22f1c32f,1da0fd3b-3255-4e99-9633-80c6f98c4842,grp_046,100000,14.0,2025-03-02,2026-08-24,Defaulted,65353.56,1da0fd3b-3255-4e99-9633-80c6f98c4842,system,system,2025-03-02 00:00:00,2025-03-02 00:00:00,tenant_001
f7d23836-bd16-405a-ab36-d5f7977dc85c,2c83dcfe-0281-43c7-9f9c-8ac9a6896397,grp_021,60000,12.0,2025-06-02,2025-11-29,Repaid,0.0,2c83dcfe-0281-43c7-9f9c-8ac9a6896397,system,system,2025-06-02 00:00:00,2025-06-02 00:00:00,tenant_001
dbc1c4c8-6772-4af7-8d3d-00599ac24eea,de5562b3-390f-4722-8dbb-903084211926,grp_038,40000,12.0,2022-11-26,2023-11-21,Active,23333.33,de5562b3-390f-4722-8dbb-903084211926,system,system,2022-11-26 00:00:00,2022-11-26 00:00:00,tenant_001
e74990b1-7c7d-40d3-b668-afd098dbbe12,de5562b3-390f-4722-8dbb-903084211926,grp_038,15000,10.0,2023-10-21,2025-10-10,Repaid,0.0,de5562b3-390f-4722-8dbb-903084211926,system,system,2023-10-21 00:00:00,2023-10-21 00:00:00,tenant_001
f2a5c831-ae32-42bf-9119-22f7f37f4668,dd6614d9-10bb-461e-a303-cfd482e5e5fc,grp_014,20000,14.0,2024-12-01,2025-05-30,Repaid,0.0,dd6614d9-10bb-461e-a303-cfd482e5e5fc,system,system,2024-12-01 00:00:00,2024-12-01 00:00:00,tenant_001
979becb0-6db2-478c-a31b-11029ecadc9b,1d00e67e-8ec9-4d1e-9e8a-4556769f5e1b,grp_025,125000,10.0,2023-10-12,2025-04-04,Active,90277.78,1d00e67e-8ec9-4d1e-9e8a-4556769f5e1b,system,system,2023-10-12 00:00:00,2023-10-12 00:00:00,tenant_001
aaf5afa1-d1f6-4077-96ed-ddf22fea12f4,cf818d8f-6e77-4795-a12b-21db3b7f7f65,grp_007,50000,12.0,2022-06-18,2025-06-02,Repaid,0.0,cf818d8f-6e77-4795-a12b-21db3b7f7f65,system,system,2022-06-18 00:00:00,2022-06-18 00:00:00,tenant_001
49cb9094-825a-4e4e-90d5-72a56d02087f,316f5c8c-f86c-4789-86d8-0823a64f6a0e,grp_009,40000,16.0,2022-03-22,2024-03-11,Active,16666.67,316f5c8c-f86c-4789-86d8-0823a64f6a0e,system,system,2022-03-22 00:00:00,2022-03-22 00:00:00,tenant_001
dac00cf8-5708-4070-92b7-ed53f52c702d,316f5c8c-f86c-4789-86d8-0823a64f6a0e,grp_009,30000,14.0,2023-10-24,2026-10-08,Repaid,0.0,316f5c8c-f86c-4789-86d8-0823a64f6a0e,system,system,2023-10-24 00:00:00,2023-10-24 00:00:00,tenant_001
08e588e0-04dd-4006-8bc5-ba7d5046f0dc,316f5c8c-f86c-4789-86d8-0823a64f6a0e,grp_009,20000,10.0,2021-02-25,2023-02-15,Active,11666.67,316f5c8c-f86c-4789-86d8-0823a64f6a0e,system,system,2021-02-25 00:00:00,2021-02-25 00:00:00,tenant_001
f31938c8-e657-4e2f-8c82-fce8ce4900ad,0e72017c-50d8-41a1-92f9-fdbdc5e0267a,grp_042,125000,12.0,2023-02-25,2025-02-14,Pending,125000.0,0e72017c-50d8-41a1-92f9-fdbdc5e0267a,system,system,2023-02-25 00:00:00,2023-02-25 00:00:00,tenant_001
ea3eb34f-0be3-4bd3-b7fa-314861f38633,d89d8ed4-3647-4568-96f4-0003c9604a01,grp_037,50000,12.0,2023-07-21,2024-07-15,Overdue,24097.22,d89d8ed4-3647-4568-96f4-0003c9604a01,system,system,2023-07-21 00:00:00,2023-07-21 00:00:00,tenant_001
106cb5e9-69a3-43e9-bda6-5a20eb2c0662,aa95a0c0-dded-40bf-a84e-02d1e498df93,grp_033,75000,10.0,2023-05-11,2023-11-07,Repaid,0.0,aa95a0c0-dded-40bf-a84e-02d1e498df93,system,system,2023-05-11 00:00:00,2023-05-11 00:00:00,tenant_001
69794900-f7b0-4a8e-8bbf-cb94d9b4c63e,aa95a0c0-dded-40bf-a84e-02d1e498df93,grp_033,10000,14.0,2023-01-22,2024-07-15,Active,555.56,aa95a0c0-dded-40bf-a84e-02d1e498df93,system,system,2023-01-22 00:00:00,2023-01-22 00:00:00,tenant_001
14ab2555-ef89-4d2b-8e3f-c7db0782a274,aa95a0c0-dded-40bf-a84e-02d1e498df93,grp_033,25000,14.0,2023-12-12,2025-12-01,Repaid,0.0,aa95a0c0-dded-40bf-a84e-02d1e498df93,system,system,2023-12-12 00:00:00,2023-12-12 00:00:00,tenant_001
7cbb087f-2db4-449a-86ad-d4ba712b6970,97373893-938f-48b0-bb7e-a7b325e410e1,grp_043,10000,14.0,2025-12-23,2027-12-13,Repaid,0.0,97373893-938f-48b0-bb7e-a7b325e410e1,system,system,2025-12-23 00:00:00,2025-12-23 00:00:00,tenant_001
3d90fe58-b96f-491e-88d6-25473c64887e,97373893-938f-48b0-bb7e-a7b325e410e1,grp_043,10000,12.0,2024-10-18,2027-10-03,Repaid,0.0,97373893-938f-48b0-bb7e-a7b325e410e1,system,system,2024-10-18 00:00:00,2024-10-18 00:00:00,tenant_001
95bfc2b4-b707-463e-bf8a-84b12da3a57c,725814de-7d8a-4cf2-8f60-8391f7f56292,grp_036,10000,10.0,2021-05-13,2023-05-03,Repaid,0.0,725814de-7d8a-4cf2-8f60-8391f7f56292,system,system,2021-05-13 00:00:00,2021-05-13 00:00:00,tenant_001
9e3993e1-3199-4796-ad19-41ca9d879e2a,0ebc01e5-445c-413c-a7d7-420aad7f55ee,grp_017,5000,10.0,2024-09-23,2026-09-13,Repaid,0.0,0ebc01e5-445c-413c-a7d7-420aad7f55ee,system,system,2024-09-23 00:00:00,2024-09-23 00:00:00,tenant_001
a52f9777-61c0-4325-969e-c24fc6973d39,5fd10de4-ef18-4488-8521-4ab8ec92f3da,grp_012,5000,14.0,2022-11-14,2025-10-29,Repaid,0.0,5fd10de4-ef18-4488-8521-4ab8ec92f3da,system,system,2022-11-14 00:00:00,2022-11-14 00:00:00,tenant_001
5bcce268-f07c-4cd2-8107-f1b815ff973b,5fd10de4-ef18-4488-8521-4ab8ec92f3da,grp_012,75000,14.0,2022-06-03,2023-11-25,Repaid,0.0,5fd10de4-ef18-4488-8521-4ab8ec92f3da,system,system,2022-06-03 00:00:00,2022-06-03 00:00:00,tenant_001
930c5d5b-1744-48c0-bddb-b267de25bb2d,36b25036-1274-401b-812f-fea93c464005,grp_029,60000,14.0,2025-11-18,2028-11-02,Repaid,0.0,36b25036-1274-401b-812f-fea93c464005,system,system,2025-11-18 00:00:00,2025-11-18 00:00:00,tenant_001
4272920c-92be-4b90-8b7d-94ed86089f21,b226e1db-e2da-4882-a143-0ec9a247aa87,grp_010,15000,14.0,2021-12-23,2024-12-07,Repaid,0.0,b226e1db-e2da-4882-a143-0ec9a247aa87,system,system,2021-12-23 00:00:00,2021-12-23 00:00:00,tenant_001
0cf27865-c652-4ac5-a8e2-ab16b6ef7848,b226e1db-e2da-4882-a143-0ec9a247aa87,grp_010,5000,12.0,2022-01-28,2024-01-18,Active,1875.0,b226e1db-e2da-4882-a143-0ec9a247aa87,system,system,2022-01-28 00:00:00,2022-01-28 00:00:00,tenant_001
7626deef-850b-4fa9-bacc-737055f0f1df,e06a4419-c6ea-4b64-a5ac-de783bb3b523,grp_034,50000,16.0,2023-12-17,2025-12-06,Repaid,0.0,e06a4419-c6ea-4b64-a5ac-de783bb3b523,system,system,2023-12-17 00:00:00,2023-12-17 00:00:00,tenant_001
24be8479-2adf-4191-9f1d-f08765c6262a,6d5998e0-c964-40a2-affc-5077f75a6e93,grp_001,5000,10.0,2023-11-01,2025-04-24,Active,2777.78,6d5998e0-c964-40a2-affc-5077f75a6e93,system,system,2023-11-01 00:00:00,2023-11-01 00:00:00,tenant_001
5249182a-db5b-4ede-a8ce-54a5e351426a,27963ce1-18bc-4646-998d-3a163ec459e2,grp_039,15000,16.0,2024-04-18,2025-04-13,Repaid,0.0,27963ce1-18bc-4646-998d-3a163ec459e2,system,system,2024-04-18 00:00:00,2024-04-18 00:00:00,tenant_001
9ecc909c-31b2-4604-afdd-986564c4a208,27963ce1-18bc-4646-998d-3a163ec459e2,grp_039,75000,16.0,2024-09-30,2027-09-15,Repaid,0.0,27963ce1-18bc-4646-998d-3a163ec459e2,system,system,2024-09-30 00:00:00,2024-09-30 00:00:00,tenant_001
d165aec7-87fa-43be-a1b3-9c2fe8a9de10,27963ce1-18bc-4646-998d-3a163ec459e2,grp_039,60000,14.0,2022-07-24,2024-07-13,Repaid,0.0,27963ce1-18bc-4646-998d-3a163ec459e2,system,system,2022-07-24 00:00:00,2022-07-24 00:00:00,tenant_001
2d545527-01d3-474b-bab3-ac9947c64345,27963ce1-18bc-4646-998d-3a163ec459e2,grp_039,30000,14.0,2022-11-21,2023-11-16,Repaid,0.0,27963ce1-18bc-4646-998d-3a163ec459e2,system,system,2022-11-21 00:00:00,2022-11-21 00:00:00,tenant_001
8ab152aa-7a4b-4f16-b250-25b9314f3522,a2e2e51d-352e-4912-89b3-6fbf8e7f8e7e,grp_011,150000,12.0,2023-01-14,2025-12-29,Repaid,0.0,a2e2e51d-352e-4912-89b3-6fbf8e7f8e7e,system,system,2023-01-14 00:00:00,2023-01-14 00:00:00,tenant_001
e36d25ac-bafb-45ac-9f25-ceb1a0908f34,a2e2e51d-352e-4912-89b3-6fbf8e7f8e7e,grp_011,75000,10.0,2023-03-22,2024-09-12,Repaid,0.0,a2e2e51d-352e-4912-89b3-6fbf8e7f8e7e,system,system,2023-03-22 00:00:00,2023-03-22 00:00:00,tenant_001
4ff373c6-8b9b-48ae-bd09-8f8a9bdf9d85,a2e2e51d-352e-4912-89b3-6fbf8e7f8e7e,grp_011,15000,12.0,2023-07-17,2024-07-11,Repaid,0.0,a2e2e51d-352e-4912-89b3-6fbf8e7f8e7e,system,system,2023-07-17 00:00:00,2023-07-17 00:00:00,tenant_001
217f648b-d820-41e5-9f74-80375d2d3e1a,e3ae4eca-a7e0-4b09-b097-0e13dd17ea30,grp_024,15000,14.0,2025-08-01,2027-07-22,Repaid,0.0,e3ae4eca-a7e0-4b09-b097-0e13dd17ea30,system,system,2025-08-01 00:00:00,2025-08-01 00:00:00,tenant_001
8d1b4641-ab37-4c26-a95c-f794d8c712e4,4d653968-1204-4848-ac05-366cfeddb0f2,grp_018,50000,12.0,2023-10-18,2024-10-12,Repaid,0.0,4d653968-1204-4848-ac05-366cfeddb0f2,system,system,2023-10-18 00:00:00,2023-10-18 00:00:00,tenant_001
0c07a759-19e4-45e4-8100-011651f30c8f,63fbb87b-56b5-4373-8701-11db339a51ef,grp_018,30000,14.0,2025-06-20,2026-12-12,Repaid,0.0,63fbb87b-56b5-4373-8701-11db339a51ef,system,system,2025-06-20 00:00:00,2025-06-20 00:00:00,tenant_001
7eea588f-6f74-4627-ba33-40b04f457967,009ac4a8-2312-4d1d-aee0-6662742d5cc2,grp_034,25000,16.0,2021-05-01,2021-10-28,Active,12500.0,009ac4a8-2312-4d1d-aee0-6662742d5cc2,system,system,2021-05-01 00:00:00,2021-05-01 00:00:00,tenant_001
45f7165c-35d6-4026-bdea-19b378e14191,b36dbc64-b4c7-463d-aab9-6a9bc05679bb,grp_038,5000,10.0,2024-06-10,2025-12-02,Repaid,0.0,b36dbc64-b4c7-463d-aab9-6a9bc05679bb,system,system,2024-06-10 00:00:00,2024-06-10 00:00:00,tenant_001
35da7c17-bc5e-4f30-b55d-c54d92188fbb,1c7fc58e-3e85-4952-bc07-20242a66e1ad,grp_005,5000,14.0,2025-09-11,2026-03-10,Repaid,0.0,1c7fc58e-3e85-4952-bc07-20242a66e1ad,system,system,2025-09-11 00:00:00,2025-09-11 00:00:00,tenant_001
98b66c59-dbd4-4eaf-bfee-ad5fb66d14e3,1ceda5f6-3e7f-4f5f-b515-3ba69d4859b4,grp_024,60000,10.0,2025-01-11,2027-12-27,Repaid,0.0,1ceda5f6-3e7f-4f5f-b515-3ba69d4859b4,system,system,2025-01-11 00:00:00,2025-01-11 00:00:00,tenant_001
cfe54b5b-bc00-4991-9562-bdef9d2b2a2c,9f67ed74-b965-4e7e-b506-800f2b53ba1d,grp_044,60000,10.0,2025-05-18,2027-05-08,Repaid,0.0,9f67ed74-b965-4e7e-b506-800f2b53ba1d,system,system,2025-05-18 00:00:00,2025-05-18 00:00:00,tenant_001
885863d7-bf58-4099-8843-417d0b513098,1cf5c7f3-a61d-4c70-8835-2452956513e8,grp_021,100000,12.0,2021-09-27,2023-03-21,Overdue,31389.64,1cf5c7f3-a61d-4c70-8835-2452956513e8,system,system,2021-09-27 00:00:00,2021-09-27 00:00:00,tenant_001
5167e288-db79-435f-ae44-cc20d08556e7,3797a745-4be8-4124-b19d-29d6e7bbb4fd,grp_042,15000,10.0,2023-09-13,2025-09-02,Repaid,0.0,3797a745-4be8-4124-b19d-29d6e7bbb4fd,system,system,2023-09-13 00:00:00,2023-09-13 00:00:00,tenant_001
169b1611-4f81-4cdc-83da-f15e25faf231,3797a745-4be8-4124-b19d-29d6e7bbb4fd,grp_042,5000,16.0,2024-04-22,2025-04-17,Repaid,0.0,3797a745-4be8-4124-b19d-29d6e7bbb4fd,system,system,2024-04-22 00:00:00,2024-04-22 00:00:00,tenant_001
d34933b2-f102-494d-b3cb-daed522c330a,3797a745-4be8-4124-b19d-29d6e7bbb4fd,grp_042,25000,10.0,2022-08-03,2023-01-30,Repaid,0.0,3797a745-4be8-4124-b19d-29d6e7bbb4fd,system,system,2022-08-03 00:00:00,2022-08-03 00:00:00,tenant_001
d1b4fd45-da04-419b-8b56-74a1c5f012ef,7602d079-1b39-4f53-8e13-5844afd79cb9,grp_023,20000,16.0,2024-03-10,2025-09-01,Repaid,0.0,7602d079-1b39-4f53-8e13-5844afd79cb9,system,system,2024-03-10 00:00:00,2024-03-10 00:00:00,tenant_001
bebe6394-bdbf-41d2-94b6-a1bd08da9c61,91ae8449-6cd4-4416-a903-16da361ed104,grp_025,100000,14.0,2024-10-21,2026-04-14,Repaid,0.0,91ae8449-6cd4-4416-a903-16da361ed104,system,system,2024-10-21 00:00:00,2024-10-21 00:00:00,tenant_001
d87b5288-1f6d-4171-a4eb-eda86a60165b,ee84a379-11f2-4073-868d-ee273e8738ae,grp_035,40000,14.0,2023-04-26,2026-04-10,Active,1111.11,ee84a379-11f2-4073-868d-ee273e8738ae,system,system,2023-04-26 00:00:00,2023-04-26 00:00:00,tenant_001
d1bafedb-019a-4bc9-9f05-c8d17b9e246c,01ae42d3-7081-4f99-a623-16232d9e1279,grp_042,100000,14.0,2022-01-31,2024-01-21,Active,58333.33,01ae42d3-7081-4f99-a623-16232d9e1279,system,system,2022-01-31 00:00:00,2022-01-31 00:00:00,tenant_001
d9b2758c-995e-456e-b3eb-df5962ff2197,07d7ffe8-fbf1-4b2f-941c-a08864003fca,grp_026,5000,14.0,2026-01-15,2026-07-14,Active,1666.67,07d7ffe8-fbf1-4b2f-941c-a08864003fca,system,system,2026-01-15 00:00:00,2026-01-15 00:00:00,tenant_001
5b2e8e60-9146-4b2f-93cd-69466ddb90c2,07d7ffe8-fbf1-4b2f-941c-a08864003fca,grp_026,15000,12.0,2025-09-19,2028-09-03,Active,10833.33,07d7ffe8-fbf1-4b2f-941c-a08864003fca,system,system,2025-09-19 00:00:00,2025-09-19 00:00:00,tenant_001
96681b41-6efc-4a54-80e5-1079bdd44cd8,07d7ffe8-fbf1-4b2f-941c-a08864003fca,grp_026,20000,10.0,2025-11-15,2028-10-30,Repaid,0.0,07d7ffe8-fbf1-4b2f-941c-a08864003fca,system,system,2025-11-15 00:00:00,2025-11-15 00:00:00,tenant_001
bd282fab-8dcf-4d7d-92e0-f8c6ba0ed5ae,07d7ffe8-fbf1-4b2f-941c-a08864003fca,grp_026,15000,12.0,2026-01-10,2028-12-25,Repaid,0.0,07d7ffe8-fbf1-4b2f-941c-a08864003fca,system,system,2026-01-10 00:00:00,2026-01-10 00:00:00,tenant_001
e0719bbd-c806-48bf-90aa-a06477d1b5fd,50958d87-9ebe-4fe9-a0ec-027e43491075,grp_042,60000,10.0,2024-02-26,2024-08-24,Repaid,0.0,50958d87-9ebe-4fe9-a0ec-027e43491075,system,system,2024-02-26 00:00:00,2024-02-26 00:00:00,tenant_001
5bea41b2-3e46-4110-aa9d-17f5de5564dd,50958d87-9ebe-4fe9-a0ec-027e43491075,grp_042,100000,10.0,2024-05-30,2026-05-20,Repaid,0.0,50958d87-9ebe-4fe9-a0ec-027e43491075,system,system,2024-05-30 00:00:00,2024-05-30 00:00:00,tenant_001
deb1ab30-daa9-4dfb-8abe-c5d7d47489f7,85b484db-61ad-4c34-afa9-f430fb1b1cf4,grp_035,30000,12.0,2021-11-26,2022-05-25,Overdue,7342.21,85b484db-61ad-4c34-afa9-f430fb1b1cf4,system,system,2021-11-26 00:00:00,2021-11-26 00:00:00,tenant_001
cb9c98b0-91a7-4a08-b201-e1e87789f484,c7c9d3f7-7777-4e17-9d74-ef233652b9b1,grp_035,30000,14.0,2025-05-06,2025-11-02,Repaid,0.0,c7c9d3f7-7777-4e17-9d74-ef233652b9b1,system,system,2025-05-06 00:00:00,2025-05-06 00:00:00,tenant_001
